"id_i","tag_i","stop_i","line_i","direction_i","id_j","tag_j","stop_j","line_j","direction_j","number_of_transfers"
618,"S24_R_OUCHY_O","Ouchy-Olympique",24,"R",1189,"S72_A_OUC","Ouchy-Olympique",72,"A",1188.62904847405
1069,"S65_A_MEZ-V_N","Mézières VD, village",65,"A",989,"S62_A_MEZ-V_N","Mézières VD, village",62,"A",1181.90716995117
113,"S3_R_VMOUL_O","Vieux-Moulin",3,"R",595,"S22_R_VMOUL_S","Vieux-Moulin",22,"R",1177.29872184243
600,"S22_R_BESS_D","Bessières",22,"R",173,"S6_A_BESS_N","Bessières",6,"A",1175.22508808393
119,"S3_R_CECIL_S","Cécil",3,"R",425,"S16_R_TIVOL_O","Tivoli",16,"R",1166.69836685083
360,"S12_R_SF_P","St-François",12,"R",34,"S1_R_SF_S","St-François",1,"R",1165.65096964379
884,"S46_A_PLANC_N","Planches",46,"A",1027,"S64_A_PLANC_N","Planches",64,"A",1141.59268986773
747,"S32_R_RCFFS_O","Renens-Gare sud",32,"R",803,"S33_R_RCFFS_O","Renens-Gare sud",33,"R",1127.5919197222
336,"S9_R_GTE_E","Georgette",9,"R",356,"S12_A_GTE_O","Georgette",12,"A",1122.67243196061
101,"S3_A_CH_N","Chauderon",3,"A",543,"S19_R_CH_N","Chauderon",19,"R",1108.99159964347
198,"S6_R_BESS_S","Bessières",6,"R",600,"S22_R_BESS_D","Bessières",22,"R",1102.41616069807
92,"S2_R_OUCHY_O","Ouchy-Olympique",2,"R",613,"S24_A_OUCHY_E","Ouchy-Olympique",24,"A",1085.72989630452
490,"S18_A_BDESS_M","Bourg-Dessus",18,"A",829,"S38_A_BDESS_N","Bourg-Dessus",38,"A",1075.48035475265
84,"S2_R_B-AIR_D","Bel-Air",2,"R",435,"S17_A_B-AIR_O","Bel-Air",17,"A",1063.17978629841
954,"S49_R_CLERG_O","Pully, Clergère",49,"R",342,"S9_R_CLERG_E","Pully, Clergère",9,"R",1056.69423553274
90,"S2_R_JDILS_S","Jordils",2,"R",1215,"S72_R_JOR","Jordils",72,"R",1046.78326900034
954,"S49_R_CLERG_O","Pully, Clergère",49,"R",928,"S47_R_CLERG_O","Pully, Clergère",47,"R",1043.60105540247
1037,"S64_A_VULET_N","Vulliette",64,"A",872,"S45_R_VULET_S","Vulliette",45,"R",1041.82268854436
219,"S7_R_BESS_S","Bessières",7,"A",600,"S22_R_BESS_D","Bessières",22,"R",1036.19031669505
864,"S45_A_MARIN_N","En Marin",45,"A",976,"S62_A_MARIN_N","En Marin",62,"A",1035.08810781094
838,"S38_R_R-14A_S","Renens-14 Avril",38,"R",956,"S54_A_RCFFN_G","Renens-Gare nord",54,"A",1029.68049040477
313,"S9_A_GTE_O","Georgette",9,"A",356,"S12_A_GTE_O","Georgette",12,"A",1024.72613909753
1179,"S70_R_BNETT_R","Bourdonnette",70,"R",604,"S24_A_BNETT_B","Bourdonnette",24,"A",995.335671840258
84,"S2_R_B-AIR_D","Bel-Air",2,"R",315,"S9_A_B-AIR_O","Bel-Air",9,"A",994.75582737514
160,"S4_R_JOLTT_E","Joliette",4,"R",931,"S47_R_OSCHE_S","Osches",47,"R",979.261907198028
1175,"S70_R_VIGIE_R","Vigie",70,"R",203,"S6_R_CECIL_S","Cécil",6,"R",978.920489346326
718,"S32_A_CENSU_O","Censuy",32,"A",802,"S33_R_CENSU_O","Censuy",33,"R",978.376290955359
915,"S47_A_LANDA_E","Lutry, Landar",47,"A",1140,"S68_A_LANDA_E","Lutry, Landar",68,"A",974.469543749084
114,"S3_R_CAS_S","Casernes",3,"R",19,"S1_A_CAS_W","Casernes",1,"A",967.62369354377
549,"S21_A_CH_N","Chauderon",21,"A",149,"S4_R_SROCH_E","St-Roch",4,"R",965.276686826179
744,"S32_R_R-14A_S","Renens-14 Avril",32,"R",956,"S54_A_RCFFN_G","Renens-Gare nord",54,"A",951.225476825594
393,"S16_A_BENJC_N","Benj. Constant",16,"A",380,"S13_R_BENJC_S","Benj. Constant",13,"R",949.894800449627
368,"S13_A_SF_P","St-François",13,"A",335,"S9_R_SF_P","St-François",9,"R",941.239369725447
691,"S31_A_RCFFS_E","Renens-Gare sud",31,"A",673,"S25_R_RCFFS_O","Renens-Gare sud",25,"R",911.55014738993
683,"S31_A_SORGE_E","UNIL-Sorge",31,"A",1165,"S70_A_SORGE_F","UNIL-Sorge",70,"A",908.210539054476
718,"S32_A_CENSU_O","Censuy",32,"A",672,"S25_R_CENSU_O","Censuy",25,"R",903.387057850633
161,"S4_R_PLY-G_1","Pully, gare",4,"R",651,"S25_R_PLY-G_2","Pully, gare",25,"R",896.878155578893
549,"S21_A_CH_N","Chauderon",21,"A",543,"S19_R_CH_N","Chauderon",19,"R",896.162229415813
84,"S2_R_B-AIR_D","Bel-Air",2,"R",133,"S4_A_B-AIR_O","Bel-Air",4,"A",868.956850601239
1092,"S65_R_SALA_Z","Sallaz",65,"R",180,"S6_A_SALA_A","Sallaz",6,"A",868.847469902962
897,"S46_R_CROIS_D","Epalinges, Croisettes",46,"R",858,"S45_A_CROIS_C","Epalinges, Croisettes",45,"A",842.334296552271
243,"S8_A_MTSI_N","Montchoisi",8,"A",156,"S4_R_MTSI_E","Montchoisi",4,"R",833.562998584274
85,"S2_R_SF_S","St-François",2,"R",368,"S13_A_SF_P","St-François",13,"A",825.024439247276
874,"S45_R_LION_S","Lion d'Or",45,"R",1024,"S62_R_LION_S","Lion d'Or",62,"R",808.010459794182
1196,"S72_A_BES","Bessières",72,"A",421,"S16_R_PBESS_S","Pont Bessières",16,"R",802.618234630498
338,"S9_R_LEMAN_E","Avenue du Léman",9,"R",363,"S12_R_LEMAN_E","Avenue du Léman",12,"R",794.456092051852
202,"S6_R_PT-CH_S","Pont Chauderon",6,"R",543,"S19_R_CH_N","Chauderon",19,"R",794.016937148481
657,"S25_R_MTSI_S","Montchoisi",25,"R",288,"S8_R_MTSI_S","Montchoisi",8,"R",787.89246592513
84,"S2_R_B-AIR_D","Bel-Air",2,"R",423,"S16_R_B-AIR_O","Bel-Air",16,"R",760.18772590983
1175,"S70_R_VIGIE_R","Vigie",70,"R",425,"S16_R_TIVOL_O","Tivoli",16,"R",759.189799643903
497,"S18_A_TIMON_T","Crissier, Timonet",18,"A",962,"S54_A_TIMON_O","Crissier, Timonet",54,"A",752.175219138242
1165,"S70_A_SORGE_F","UNIL-Sorge",70,"A",683,"S31_A_SORGE_E","UNIL-Sorge",31,"A",744.618220965495
957,"S54_A_JURA_N","Jura",54,"A",448,"S17_A_JURA_N","Jura",17,"A",742.05744270736
368,"S13_A_SF_P","St-François",13,"A",284,"S8_R_SF_S","St-François",8,"R",686.570045815425
928,"S47_R_CLERG_O","Pully, Clergère",47,"R",936,"S49_A_CLERG_N","Pully, Clergère",49,"A",679.359658746008
285,"S8_R_GTE_S","Georgette",8,"R",356,"S12_A_GTE_O","Georgette",12,"A",673.114136014174
730,"S32_A_TIMON_O","Crissier, Timonet",32,"A",962,"S54_A_TIMON_O","Crissier, Timonet",54,"A",671.723836685713
246,"S8_A_GTE_N","Georgette",8,"A",356,"S12_A_GTE_O","Georgette",12,"A",642.776198241603
191,"S6_R_SALA_B","Sallaz",6,"R",1049,"S65_A_SALA_Z","Sallaz",65,"A",641.941284667399
394,"S16_A_PBESS_N","Pont Bessières",16,"A",219,"S7_R_BESS_S","Bessières",7,"A",638.261596712331
545,"S19_R_CH_B","Chauderon",19,"R",201,"S6_R_CH_O","Chauderon",6,"R",615.4383805256
506,"S18_R_BDESS_D","Bourg-Dessus",18,"R",829,"S38_A_BDESS_N","Bourg-Dessus",38,"A",614.60970262575
822,"S38_A_AVNIR_O","Avenir",38,"A",529,"S19_A_AVNIR_O","Avenir",19,"A",609.907722910432
464,"S17_R_RCFFN_E","Renens-Gare nord",17,"R",956,"S54_A_RCFFN_G","Renens-Gare nord",54,"A",607.716694136688
533,"S19_R_1-AOU_E","1er Août",19,"R",746,"S32_R_1-AOU_S","1er Août",32,"R",594.431222282437
360,"S12_R_SF_P","St-François",12,"R",152,"S4_R_SF_S","St-François",4,"R",592.456037776077
878,"S45_R_CROIS_D","Epalinges, Croisettes",45,"R",1026,"S64_A_CROIS_A","Epalinges, Croisettes",64,"A",585.927509158258
117,"S3_R_SROCH_S","St-Roch",3,"R",543,"S19_R_CH_N","Chauderon",19,"R",581.208874423048
422,"S16_R_SF_O","St-François",16,"R",284,"S8_R_SF_S","St-François",8,"R",580.66123782759
31,"S1_R_VAL_S","Valentin",1,"R",61,"S2_A_VAL_N","Valentin",2,"A",577.846703652093
119,"S3_R_CECIL_S","Cécil",3,"R",169,"S6_A_CECIL_N","Cécil",6,"A",568.374027672993
368,"S13_A_SF_P","St-François",13,"A",34,"S1_R_SF_S","St-François",1,"R",563.870307898383
1123,"S67_R_LANDA_O","Lutry, Landar",67,"R",918,"S47_R_LANDA_O","Lutry, Landar",47,"R",542.814048845799
84,"S2_R_B-AIR_D","Bel-Air",2,"R",200,"S6_R_B-AIR_O","Bel-Air",6,"R",542.468317141916
749,"S32_R_PLANT_E","Planta",32,"R",697,"S31_R_CONCO_E","Concorde",31,"R",536.662720657279
360,"S12_R_SF_P","St-François",12,"R",85,"S2_R_SF_S","St-François",2,"R",529.319554614644
1125,"S67_R_BELMT_O","Belmont-s-L., Centre",67,"R",947,"S49_R_PQUI_N","Pâquis",49,"R",529.103655288414
422,"S16_R_SF_O","St-François",16,"R",58,"S2_A_SF_O","St-François",2,"A",521.145510147362
1047,"S64_R_PLANC_S","Planches",64,"R",896,"S46_R_PLANC_S","Planches",46,"R",519.175501277146
905,"S47_A_CLERG_N","Pully, Clergère",47,"A",342,"S9_R_CLERG_E","Pully, Clergère",9,"R",517.109861792808
920,"S47_R_BELMT_O","Belmont-s-L., Centre",47,"R",947,"S49_R_PQUI_N","Pâquis",49,"R",505.596800619596
776,"S33_A_RCFFS_E","Renens-Gare sud",33,"A",694,"S31_R_RCFFS_O","Renens-Gare sud",31,"R",503.699041004337
630,"S25_A_CENSU_E","Censuy",25,"A",777,"S33_A_CENSU_E","Censuy",33,"A",502.46501082744
802,"S33_R_CENSU_O","Censuy",33,"R",672,"S25_R_CENSU_O","Censuy",25,"R",496.208678040007
915,"S47_A_LANDA_E","Lutry, Landar",47,"A",1098,"S67_A_LANDA_E","Lutry, Landar",67,"A",474.410483264447
360,"S12_R_SF_P","St-François",12,"R",392,"S16_A_SF_P","St-François",16,"A",460.820029806758
859,"S45_A_PLANC_N","Planches",45,"A",1027,"S64_A_PLANC_N","Planches",64,"A",455.90267774542
169,"S6_A_CECIL_N","Cécil",6,"A",425,"S16_R_TIVOL_O","Tivoli",16,"R",452.183383896964
1091,"S65_R_FOYER_O","Foyer",65,"R",183,"S6_A_FOYER_E","Foyer",6,"A",446.889643845326
422,"S16_R_SF_O","St-François",16,"R",13,"S1_A_SF_O","St-François",1,"A",436.14209237597
333,"S9_R_CH_E","Chauderon",9,"R",518,"S19_A_CH_B","Chauderon",19,"A",389.373552865379
1036,"S64_A_CHT_B","Chalet-à-Gobet",64,"A",1021,"S62_R_CHT_S","Chalet-à-Gobet",62,"R",386.424024650662
422,"S16_R_SF_O","St-François",16,"R",314,"S9_A_SF_O","St-François",9,"A",380.191895069084
311,"S9_A_LEMAN_O","Avenue du Léman",9,"A",363,"S12_R_LEMAN_E","Avenue du Léman",12,"R",373.023654294735
722,"S32_A_RCFFS_E","Renens-Gare sud",32,"A",803,"S33_R_RCFFS_O","Renens-Gare sud",33,"R",365.508653567275
571,"S21_R_CECIL_S","Cécil",21,"R",169,"S6_A_CECIL_N","Cécil",6,"A",364.410454512346
543,"S19_R_CH_N","Chauderon",19,"R",149,"S4_R_SROCH_E","St-Roch",4,"R",363.355764477014
368,"S13_A_SF_P","St-François",13,"A",152,"S4_R_SF_S","St-François",4,"R",353.282776352287
878,"S45_R_CROIS_D","Epalinges, Croisettes",45,"R",974,"S62_A_CROIS_B","Epalinges, Croisettes",62,"A",343.264848976865
545,"S19_R_CH_B","Chauderon",19,"R",424,"S16_R_CH_O","Chauderon",16,"R",336.781814842252
595,"S22_R_VMOUL_S","Vieux-Moulin",22,"R",253,"S8_A_VMOUL_M","Vieux-Moulin",8,"A",318.856732631187
421,"S16_R_PBESS_S","Pont Bessières",16,"R",198,"S6_R_BESS_S","Bessières",6,"R",312.569487296015
1177,"S70_R_PROV_R","Provence",70,"R",430,"S16_R_VJEUN_N","Vallée de la Jeunesse",16,"R",309.902807826178
901,"S47_A_PPORT_O","Pully, port",47,"A",235,"S8_A_PPORT_O","Pully, port",8,"A",306.273001255296
368,"S13_A_SF_P","St-François",13,"A",85,"S2_R_SF_S","St-François",2,"R",297.379908692448
629,"S25_A_RCFFS_E","Renens-Gare sud",25,"A",803,"S33_R_RCFFS_O","Renens-Gare sud",33,"R",292.433246077579
203,"S6_R_CECIL_S","Cécil",6,"R",425,"S16_R_TIVOL_O","Tivoli",16,"R",282.356125507238
188,"S6_R_FOYER_O","Foyer",6,"R",1050,"S65_A_FOYER_E","Foyer",65,"A",270.044995396651
421,"S16_R_PBESS_S","Pont Bessières",16,"R",219,"S7_R_BESS_S","Bessières",7,"A",252.086611411968
629,"S25_A_RCFFS_E","Renens-Gare sud",25,"A",722,"S32_A_RCFFS_E","Renens-Gare sud",32,"A",244.580195183436
422,"S16_R_SF_O","St-François",16,"R",247,"S8_A_SF_O","St-François",8,"A",241.412149755506
131,"S4_A_GTE_N","Georgette",4,"A",356,"S12_A_GTE_O","Georgette",12,"A",230.221423880024
723,"S32_A_1-AOU_O","1er Août",32,"A",821,"S38_A_1-AOU_E","1er Août",38,"A",214.654929442912
532,"S19_R_RCFFN_E","Renens-Gare nord",19,"R",724,"S32_A_RCFFN_N","Renens-Gare nord",32,"A",212.3364525025
422,"S16_R_SF_O","St-François",16,"R",132,"S4_A_SF_O","St-François",4,"A",209.14955321854
776,"S33_A_RCFFS_E","Renens-Gare sud",33,"A",747,"S32_R_RCFFS_O","Renens-Gare sud",32,"R",207.455772576692
360,"S12_R_SF_P","St-François",12,"R",368,"S13_A_SF_P","St-François",13,"A",206.804865072723
976,"S62_A_MARIN_N","En Marin",62,"A",864,"S45_A_MARIN_N","En Marin",45,"A",200.442328441822
509,"S18_R_PERRL_E","Perrelet",18,"R",525,"S19_A_PERRL_O","Perrelet",19,"A",197.26642067763
569,"S21_R_SROCH_S","St-Roch",21,"R",543,"S19_R_CH_N","Chauderon",19,"R",194.778731690485
116,"S3_R_BLIJO_D","Beaulieu-Jomini",3,"R",80,"S2_R_BLIJO_E","Beaulieu-Jomini",2,"R",193.299391719588
752,"S32_R_CENSU_E","Censuy",32,"R",802,"S33_R_CENSU_O","Censuy",33,"R",193.061954566008
416,"S16_R_VMOUL_S","Vieux-Moulin",16,"R",253,"S8_A_VMOUL_M","Vieux-Moulin",8,"A",182.567306787236
576,"S22_A_BESS_M","Bessières",22,"A",219,"S7_R_BESS_S","Bessières",7,"A",180.546321131469
475,"S17_R_CH_E","Chauderon",17,"R",518,"S19_A_CH_B","Chauderon",19,"A",174.98545769361
618,"S24_R_OUCHY_O","Ouchy-Olympique",24,"R",50,"S2_A_OUCHY_E","Ouchy-Olympique",2,"A",167.506420899271
421,"S16_R_PBESS_S","Pont Bessières",16,"R",1196,"S72_A_BES","Bessières",72,"A",163.90899443906
627,"S24_R_BNETT_B","Bourdonnette",24,"R",1179,"S70_R_BNETT_R","Bourdonnette",70,"R",159.257193802139
358,"S12_A_MBNON_B","Montbenon",12,"A",367,"S13_A_MBNON_B","Montbenon",13,"A",154.299403378687
307,"S9_A_CLERG_O","Pully, Clergère",9,"A",936,"S49_A_CLERG_N","Pully, Clergère",49,"A",154.049782244563
973,"S54_A_GMONT_B","Grand-Mont",54,"A",266,"S8_R_GMONT_T","Grand-Mont",8,"R",153.513568130848
592,"S22_R_BELVO_D","Bellevaux",22,"R",257,"S8_A_BELVO_N","Bellevaux",8,"A",152.421541321581
944,"S49_A_GCHAM_O","Belmont-s-L., Grands-Champs",49,"A",912,"S47_A_GCHAM_E","Belmont-s-L., Grands-Champs",47,"A",143.209330643809
944,"S49_A_GCHAM_O","Belmont-s-L., Grands-Champs",49,"A",1095,"S67_A_GCHAM_E","Belmont-s-L., Grands-Champs",67,"A",141.481761536832
368,"S13_A_SF_P","St-François",13,"A",477,"S17_R_SF_P","St-François",17,"R",141.240537635577
416,"S16_R_VMOUL_S","Vieux-Moulin",16,"R",581,"S22_A_VMOUL_M","Vieux-Moulin",22,"A",134.744149198016
803,"S33_R_RCFFS_O","Renens-Gare sud",33,"R",694,"S31_R_RCFFS_O","Renens-Gare sud",31,"R",129.625906324719
875,"S45_R_EPALC_E","Epalinges, centre",45,"R",886,"S46_A_EPALC_O","Epalinges, centre",46,"A",125.319383190589
905,"S47_A_CLERG_N","Pully, Clergère",47,"A",936,"S49_A_CLERG_N","Pully, Clergère",49,"A",124.039598320036
776,"S33_A_RCFFS_E","Renens-Gare sud",33,"A",673,"S25_R_RCFFS_O","Renens-Gare sud",25,"R",119.039479689574
236,"S8_A_SOMAI_O","Somais",8,"A",933,"S47_R_SOMAI_E","Somais",47,"R",114.085902358771
744,"S32_R_R-14A_S","Renens-14 Avril",32,"R",820,"S38_A_RCFFN_E","Renens-Gare nord",38,"A",111.250432724795
629,"S25_A_RCFFS_E","Renens-Gare sud",25,"A",694,"S31_R_RCFFS_O","Renens-Gare sud",31,"R",104.900146963271
1182,"S70_R_SORGE_R","UNIL-Sorge",70,"R",683,"S31_A_SORGE_E","UNIL-Sorge",31,"A",99.7118383736644
747,"S32_R_RCFFS_O","Renens-Gare sud",32,"R",673,"S25_R_RCFFS_O","Renens-Gare sud",25,"R",87.0664618113901
1021,"S62_R_CHT_S","Chalet-à-Gobet",62,"R",1038,"S64_R_CHT_T","Chalet-à-Gobet",64,"R",79.8662450627094
1025,"S62_R_CROIS_B","Epalinges, Croisettes",62,"R",883,"S46_A_CROIS_C","Epalinges, Croisettes",46,"A",79.7059153238704
1050,"S65_A_FOYER_E","Foyer",65,"A",183,"S6_A_FOYER_E","Foyer",6,"A",71.1784351375123
747,"S32_R_RCFFS_O","Renens-Gare sud",32,"R",694,"S31_R_RCFFS_O","Renens-Gare sud",31,"R",70.1328795449024
878,"S45_R_CROIS_D","Epalinges, Croisettes",45,"R",883,"S46_A_CROIS_C","Epalinges, Croisettes",46,"A",67.6437223210841
1190,"S72_A_JOR","Jordils",72,"A",90,"S2_R_JDILS_S","Jordils",2,"R",64.1858813956943
649,"S25_A_JOLTT_E","Joliette",25,"A",931,"S47_R_OSCHE_S","Osches",47,"R",60.2982929226774
188,"S6_R_FOYER_O","Foyer",6,"R",1091,"S65_R_FOYER_O","Foyer",65,"R",52.9645835074549
961,"S54_A_CRISS_N","Crissier, centre",54,"A",500,"S18_R_CRISS_S","Crissier, centre",18,"R",50.8173535335639
696,"S31_R_PLANT_E","Planta",31,"R",750,"S32_R_CONCO_E","Concorde",32,"R",49.3031758654744
720,"S32_A_PLANT_O","Planta",32,"A",689,"S31_A_PLANT_O","Planta",31,"A",43.738691777494
1037,"S64_A_VULET_N","Vulliette",64,"A",865,"S45_A_VULET_N","Vulliette",45,"A",33.6001734837973
961,"S54_A_CRISS_N","Crissier, centre",54,"A",496,"S18_A_CRISS_N","Crissier, centre",18,"A",33.1080765873945
629,"S25_A_RCFFS_E","Renens-Gare sud",25,"A",747,"S32_R_RCFFS_O","Renens-Gare sud",32,"R",31.974988355623
610,"S24_A_TVIDY_E","Théâtre de Vidy",24,"A",95,"S2_R_TVIDY_O","Théâtre de Vidy",2,"R",30.7812349609024
1036,"S64_A_CHT_B","Chalet-à-Gobet",64,"A",869,"S45_R_CHT_B","Chalet-à-Gobet",45,"R",28.8071620521008
421,"S16_R_PBESS_S","Pont Bessières",16,"R",173,"S6_A_BESS_N","Bessières",6,"A",27.8616932397864
95,"S2_R_TVIDY_O","Théâtre de Vidy",2,"R",621,"S24_R_TVIDY_O","Théâtre de Vidy",24,"R",27.3069303828246
746,"S32_R_1-AOU_S","1er Août",32,"R",821,"S38_A_1-AOU_E","1er Août",38,"A",26.6030983917457
944,"S49_A_GCHAM_O","Belmont-s-L., Grands-Champs",49,"A",1126,"S67_R_GCHAM_O","Belmont-s-L., Grands-Champs",67,"R",25.6880880272389
722,"S32_A_RCFFS_E","Renens-Gare sud",32,"A",673,"S25_R_RCFFS_O","Renens-Gare sud",25,"R",21.3200512877585
961,"S54_A_CRISS_N","Crissier, centre",54,"A",740,"S32_R_CRISS_S","Crissier, centre",32,"R",18.0336228152093
1123,"S67_R_LANDA_O","Lutry, Landar",67,"R",1146,"S68_R_LANDA_P","Lutry, Landar",68,"R",15.9860515275601
1095,"S67_A_GCHAM_E","Belmont-s-L., Grands-Champs",67,"A",946,"S49_R_GCHAM_E","Belmont-s-L., Grands-Champs",49,"R",15.7430312375536
50,"S2_A_OUCHY_E","Ouchy-Olympique",2,"A",613,"S24_A_OUCHY_E","Ouchy-Olympique",24,"A",14.4481874600575
961,"S54_A_CRISS_N","Crissier, centre",54,"A",729,"S32_A_CRISS_N","Crissier, centre",32,"A",12.6239170459162
1140,"S68_A_LANDA_E","Lutry, Landar",68,"A",1098,"S67_A_LANDA_E","Lutry, Landar",67,"A",11.7899380878501
739,"S32_R_TIMON_E","Crissier, Timonet",32,"R",962,"S54_A_TIMON_O","Crissier, Timonet",54,"A",10.4128869059127
462,"S17_R_ZING_E","Zinguerie",17,"R",958,"S54_A_ZING_N","Zinguerie",54,"A",10.1802546089243
465,"S17_R_1-AOU_E","1er Août",17,"R",821,"S38_A_1-AOU_E","1er Août",38,"A",8.12481216346209
425,"S16_R_TIVOL_O","Tivoli",16,"R",203,"S6_R_CECIL_S","Cécil",6,"R",5.74538967577679
702,"S31_R_SORGE_O","UNIL-Sorge",31,"R",1182,"S70_R_SORGE_R","UNIL-Sorge",70,"R",5.57004926612113
901,"S47_A_PPORT_O","Pully, port",47,"A",296,"S8_R_PPORT_E","Pully, port",8,"R",5.24785025356016
1098,"S67_A_LANDA_E","Lutry, Landar",67,"A",1146,"S68_R_LANDA_P","Lutry, Landar",68,"R",4.72472457993032
1140,"S68_A_LANDA_E","Lutry, Landar",68,"A",1123,"S67_R_LANDA_O","Lutry, Landar",67,"R",3.02452392351683
1157,"S68_R_VOISD_E","Voisinand",68,"R",348,"S9_R_VOISD_E","Voisinand",9,"R",2.89814292482143
627,"S24_R_BNETT_B","Bourdonnette",24,"R",1168,"S70_A_BNETT_F","Bourdonnette",70,"A",2.16453203812704
533,"S19_R_1-AOU_E","1er Août",19,"R",821,"S38_A_1-AOU_E","1er Août",38,"A",1.86642991700454
618,"S24_R_OUCHY_O","Ouchy-Olympique",24,"R",92,"S2_R_OUCHY_O","Ouchy-Olympique",2,"R",1.11300643931581
702,"S31_R_SORGE_O","UNIL-Sorge",31,"R",1165,"S70_A_SORGE_F","UNIL-Sorge",70,"A",0.78579984241737
348,"S9_R_VOISD_E","Voisinand",9,"R",1157,"S68_R_VOISD_E","Voisinand",68,"R",0.488498354474429
1146,"S68_R_LANDA_P","Lutry, Landar",68,"R",918,"S47_R_LANDA_O","Lutry, Landar",47,"R",0.386623970248378
47,"S2_A_TVIDY_E","Théâtre de Vidy",2,"A",621,"S24_R_TVIDY_O","Théâtre de Vidy",24,"R",0.270920268548592
1021,"S62_R_CHT_S","Chalet-à-Gobet",62,"R",1036,"S64_A_CHT_B","Chalet-à-Gobet",64,"A",0.00254761693174826
301,"S9_A_VOISD_O","Voisinand",9,"A",1157,"S68_R_VOISD_E","Voisinand",68,"R",0.00133849985506554
868,"S45_A_CHT_B","Chalet-à-Gobet",45,"A",1036,"S64_A_CHT_B","Chalet-à-Gobet",64,"A",0.0001084990249837
